FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,wall,ceiling,windowpane,person,column,signboard,building,sky,road,sidewalk,car,awning,van,bulletin board,fence,ashcan,streetlight,tree,grass,earth,mountain,plant,bicycle,railing,bridge,skyscraper,minibike,water,chair,lamp,pier,sculpture,desk,fountain,glass,booth,sofa,lake,ct_person,ct_car,ct_truck,ct_bus,ct_traffic light,ct_bench,ct_motorcycle,ct_bicycle,ct_chair,ct_boat,ct_dining table,ct_couch,ct_parking meter
3547,40.724777,-73.989464,6.258741277,1,7.330891226,6.884296463,5.235029766,5.77186853,0.004805,0,0,0.003086,0,0,0.247207,0.053008,0.233797,0.030523,0.131961,0,0,0,0,0,0,0.249543,0,0,0,0,0,0.04607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
3548,40.724777,-73.989838,6.252811489,1,6.534788728,6.16139317,5.533835452,4.661620083,0,0,0,0.000195,0,0.000535,0.472305,0.077969,0.201254,0.00643,0.209879,0,0,0,0.000945,0,0.000605,0.029852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0
3549,40.724777,-73.990585,7.12043,1,6.620392114,5.414520258,5.476637418,6.617494824,0.000207,0,0,2.30E-05,0,0.000922,0.316477,0.095324,0.324246,0.011391,0.099551,0,0.01132,0,0.000984,0.000984,0,0.134801,0,0,0,0,0.002051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0
3550,40.724777,-73.990959,6.463430213,1,5.59123623,5.25111401,6.380187786,4.866718427,0.001629,0,0,0.001359,0,0.001066,0.384129,0.12475,0.335039,0.032465,0.032547,0,0,0,0.021727,0,0,0.041711,0.000641,0,0,0,0.019859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0
3551,40.724777,-73.991714,6.055079574,1,6.978828162,6.509930403,5.860893122,6.617494824,0,0,0,0,0,0.001121,0.362004,0.0725,0.221758,0.020898,0.173285,0,0,0,0.001133,0,0,0.141492,0,0,0,0.003477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0
3552,40.724777,-73.992088,6.221257872,1,5.084448234,4.229859989,5.531025579,6.591614907,5.90E-05,0,0,0.000645,0,0.00043,0.235965,0.217789,0.279445,0.066328,0.103574,0,0,0,0.00343,0,0.000184,0.08034,0,0,0.00527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
3553,40.724777,-73.992836,7.050477234,1,5.516962034,4.827085323,5.413544369,5.752458592,0,0,0,0.000844,0,0.008453,0.265277,0.122531,0.318586,0.008219,0.009836,0,0.012215,0,0.001039,0,0,0.11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
3554,40.724777,-73.993217,6.626210638,1,6.711592967,6.888610357,6.089508991,5.431547619,0,0,0,0,0,0.012395,0.42407,0,0.22966,0.055258,0.057242,0,0,0,0,0,0,0.198746,0,0,0,0.001434,0.002348,0,0,0,0.018426,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
3555,40.724777,-73.993965,6.155315532,1,4.77685426,4.269683705,4.985359274,6.00931677,0,0,0,0.001582,0,0.000371,0.25623,0.176375,0.382184,0.032203,0.039957,0,0,0,0,0.00048,0.002336,0.097598,0,0,0,0,0,0,0,0,0.000863,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,0,0,0,0,0,0,0,0
3556,40.724777,-73.994339,5.756554255,1,5.35738254,4.682371839,5.98315914,4.960533126,0,0,0,0,0,0.000129,0.375371,0.111691,0.384566,0.02309,0.00491,0,0,0,0.000555,0,0,0.074777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3557,40.724777,-73.995087,6.523776809,1,4.549048335,4.063890646,5.187019008,4.358178054,0.008938,0,0,0.015059,0.000148,0.006176,0.23266,0.266332,0.262559,0.073793,0.105168,0,0,0,0,0.004734,0.001871,0.011734,0,0,0,0.001383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0
3558,40.724777,-73.995468,6.662985957,1,6.423397395,5.776689727,5.835712659,3.848343685,0.200965,0,0,0.003188,0,0.001395,0.41325,0.102309,0.131953,0.023633,0.095457,0,2.00E-05,0,0.005113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3559,40.724777,-73.996216,6.708265745,1,6.382984546,6.215571947,5.689201937,5.456780538,0.033051,0.029016,0,0.012637,0,0,0.492043,0.042359,0.268523,0.034492,0.068875,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
3560,40.724777,-73.99659,6.083971489,1,6.165947894,5.797015573,6.043214446,4.963768116,0,0,0,0.010445,0,0.014645,0.52909,0.043371,0.225188,0.088336,0.066148,0,0,0,0.003832,0,0,0,0,0,0,0,0,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
3561,40.724777,-73.997345,7.528723404,1,6.058212333,6.082111963,5.706307877,5.530538302,0,0,0,0.001699,0,0.000551,0.494172,0.052609,0.319789,0.010086,0.042355,0.0015,0.071863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,0,0,0,0,0,0,0,0,0,0
3562,40.724777,-73.997719,6.878844255,1,6.038709605,5.901291387,5.541735338,4.661620083,0,0,0,0.00282,0,0.000176,0.468816,0.057816,0.340223,0.000297,0.088824,0,0.033734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0
3563,40.724777,-73.998466,6.683531064,1,6.40801685,6.131412288,5.86501033,4.401526915,0.002633,0,0,0,0,0,0.499539,0.06875,0.111789,0.009598,0.279918,0.019836,0,0,0,0,0,0,0,0,0,8.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0
3564,40.724777,-73.99884,7.462513617,1,6.480705121,5.776175964,5.627007513,4.676501035,0,0,0,0.016887,0,0,0.52048,0.057914,0.200027,0.025414,0.163102,0.009652,0,0,0,0,0,0.006523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0
3565,40.724777,-73.999596,6.272717234,1,7.063726485,6.142933319,6.331903967,6.215062112,0.001211,0,0,0,0,0.006297,0.507965,0.072594,0.070043,0.139574,0.07275,0.003293,0,0,0,0,0,0.084348,0,0,0,0.020359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3566,40.724777,-73.999969,5.057908298,1,6.732720146,6.027234069,6.412719025,6.085662526,0,0,0,0.000773,0,0.007512,0.475469,0.054738,0.183906,0.024832,0.040891,0,0.149668,0,0.002227,0,0.000168,0.027023,0,0,0,0.019621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
3567,40.724777,-74.000717,6.28404,1,6.355490478,5.796292361,5.684062674,4.72179089,0,0,0,0.029301,0,0,0.520828,0.046617,0.230883,0.059406,0.096219,0.011398,0,0,0,0,0,0.00302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0
3568,40.724777,-74.001099,6.238609787,1,6.139051419,5.786850538,5.695490961,5.692934783,0,0,0,0.000121,0,0,0.544906,0.048844,0.249156,0.127246,0.00207,0,0,0,0,0,0,0.006902,0,0,0,0,0.001383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
3569,40.724777,-74.001846,5.913309574,1,6.383854466,5.898318173,6.585296033,5.2186853,0,0,0,0.005496,0,0.000883,0.339941,0.118406,0.259742,0.00352,0.192562,0,0,0,0,0.008762,4.70E-05,0.069715,0,0,0,4.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0
3570,40.724777,-74.00222,6.641661489,1,6.073025728,6.098993073,5.787621297,5.815217392,0,0,0,0.007102,0,0,0.443395,0.053309,0.303395,0.10009,0.005145,0.021809,0,0,0,0,0,0.065758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0
3571,40.724777,-74.002968,5.183434255,1,6.890154432,6.211554763,6.246586704,6.066899586,0,0,0,0.000797,0,0.00343,0.455965,0.055918,0.162711,0.028293,0.18841,0,0,0,0,0,0,0.104477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
3572,40.724777,-74.003349,5.961664043,1,7.18827448,6.273693285,6.19468441,5.416666667,0,0,0,0,0,0,0.464164,0.023523,0.168539,0.021699,0.180523,0.001418,0.014352,0,0,0,0,0.125781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
3573,40.724777,-74.004097,5.836111064,1,5.39446973,4.764575467,6.446675067,4.445522774,0.000898,0,0,0,0,0,0.31498,0.159738,0.244559,1.60E-05,0.204086,0,0,0,0.058246,0,0,0.010191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0
3574,40.724777,-74.004471,7.759195745,1,5.34364092,4.761055774,6.230294709,4.720496894,0,0,0,0,0,0,0.306738,0.145996,0.344742,0.010008,0.056254,0,0,0,0.020902,0,0,0.01593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0
3575,40.724777,-74.005226,4.725656383,1,7.072952304,6.436298308,6.201202702,6.516563147,0.000336,0,0,1.20E-05,0,0.001168,0.450125,0.027777,0.191508,0.197758,0.001023,0,0,0,0,0,0,0.129605,0,4.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.70E-05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3576,40.724777,-74.0056,6.509267447,1,4.543820366,4.716556742,6.194041905,4.920419255,0,0,0,0,0,0.002094,0.342066,0.145008,0.436867,0.011773,0.038746,0,0,0,0.010207,0,0,0.013238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3577,40.724777,-74.006348,5.382561277,1,5.39813604,4.843658198,6.718086234,4.686853002,0.026863,0,0,0,0,0.01252,0.336648,0.150746,0.288656,0.027023,0.09352,0.009426,0.022133,0,0.011828,0.003203,0,0.017336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
3578,40.724777,-74.006721,5.024372979,1,6.064255727,6.102342654,5.825715491,4.934653209,0.114617,0,0,0,0,0.003125,0.489301,0.067398,0.308773,0.002695,0.004113,0,0,0,0,0,0,0.008109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
3579,40.724777,-74.007477,7.054145106,1,5.657593842,5.625653434,5.79333173,5.335791926,0,0,0,0,0,8.00E-06,0.462355,0.077789,0.368402,0.003602,0.066699,0,0.000133,0,0.000648,0,0.00025,0.020113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3580,40.724777,-74.007851,6.78885766,1,5.668778903,5.641232083,5.791492918,6.085662526,0,0,0,0.001766,0,0,0.463797,0.068684,0.357461,0.046805,0.037801,0,0,0,0,0,0,0.023688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
3581,40.724777,-74.008606,5.782241915,1,6.032133165,5.78715105,5.585854142,5.588121118,0,0,0,0,0,0.009812,0.465695,0.091453,0.294184,0.110641,0.019973,0,0,0,0,0,0,0.000414,0,0,0,0.002605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3582,40.724777,-74.008987,7.09493383,1,5.492766311,4.594916865,5.562691122,5.837215321,0.000246,0,0,0.001824,0,0,0.290969,0.13977,0.33352,0.069031,0.043133,0,0,0,0.000258,0,0,0.086977,0,0,0,0,2.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0
3583,40.724781,-74.00975,3.716381489,1,4.778608056,2.92020056,2.883388464,1.730719462,0.461473,0.26548,0,0,0,0,0,0,0,0,0,0,0,0,0.003098,0,0,0,0,0,0,0,0,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,40.724785,-74.010139,5.768402553,1,6.009054479,4.770441838,5.247122733,5.836568323,0.006262,0,0,0,0,0.004746,0.26807,0.11857,0.328289,0.082738,0.026582,0,0,0,0.000902,0,0,0.136344,4.00E-06,0,0,0.000172,0.009449,0.017871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0
3585,40.724789,-74.010918,4.908778723,1,5.116974913,4.077976004,5.203140542,5.673524845,0.01157,0,0,0,0,0,0.199523,0.185492,0.40275,0.013465,0.003258,0,0,0,0,0,0,0.145508,0.017125,0.008039,0,0.01327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3586,40.724789,-74.011314,5.284354468,1,4.812120782,4.405335068,5.265534338,5.174042443,0.003152,0,0,0,0,0,0.188656,0.281203,0.332715,0.000277,0.114883,0,0,0,0.007465,0,0.002238,0.042203,0,0.014473,0,0.00932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
3587,40.724892,-73.973511,6.575379574,2,2.914498725,2.774331552,3.157927838,3.969979296,0.005629,0,0,6.60E-05,0,2.70E-05,0,0.378336,0.021328,0.001207,0,0,0,0,0.561836,0,0.000531,0.007988,0,0.005762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,40.725021,-73.974098,6.287972553,1,4.624224716,4.20773239,4.432610333,6.211180124,0.001188,0,0,0,0,0,0.138098,0.273648,0.316871,0.016219,0.037367,0,0,0,0.00877,0,0,0.119258,0.000105,0.08173,0,0.006746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3589,40.725044,-73.974495,5.590301702,1,6.408312353,5.166949489,5.663560307,6.794125259,0.002184,0,0,0,0,0.000168,0.047695,0.135852,0.328996,0.009715,0.102812,0,0,0,0.008883,0,0,0.344312,0.018969,0,0,0,0,0.000414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3590,40.725071,-73.975296,6.047048723,1,4.332246626,4.391476204,6.125060793,4.5626294,0,0,0,8.00E-06,0,0.004348,0.315523,0.219332,0.343984,0.082309,0.013664,0,0,0,0.003965,0,0,0.008895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
3591,40.725079,-73.975693,6.349195532,1,4.427456306,4.729102475,6.086911448,4.5626294,0,0,0,0,0,0,0.354266,0.204352,0.390922,0.042273,0.001305,0.000969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3592,40.725086,-73.976479,4.234099574,1,4.018241463,4.59169585,5.116056677,4.350414079,0,0,0,0,0,0.000852,0.293434,0.230477,0.356887,0.043562,0.019242,0,0.025832,0,0.010719,0,7.80E-05,0.018887,0,0,0,3.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
3593,40.72509,-73.97686,4.993765319,1,6.656754285,6.812476057,5.618445747,6.303700828,0,0,0,0,0,0.00027,0.393172,0.035094,0.237227,0.092809,0.045465,0,0,0,0,0,0,0.158734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3594,40.725098,-73.977631,6.776597021,1,5.030183299,4.821830846,6.131420974,6.353519669,0.000391,0,0,0.001633,0,0.001051,0.183652,0.190391,0.291875,0.017574,0.047395,0,0,0,0.018938,0,0,0.228836,0.003988,0.008789,0,0.002664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
3595,40.725098,-73.978004,7.416148936,1,4.779137357,3.910682348,5.088128535,6.598731884,0.000691,0,0,0,0,0.001695,0.213039,0.215082,0.301277,0.002887,0.077734,0.001793,0,0,0,0,0.000586,0.06543,0.000809,0,0,0.002074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,0,0,0,0,0,0,0,0
3596,40.725098,-73.97876,6.849311702,1,7.349694206,5.944709707,5.306086625,6.383281574,0.000145,0,0,0,0,0,0.321578,0.126855,0.186594,0.017309,0.204031,0,0,0,0,0,0,0.139508,0.001844,0.001367,0,0.00077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3597,40.725101,-73.979141,6.914049574,1,7.094233751,5.787762171,5.088431529,5.277562112,0,0,0,0,0,0,0.276594,0.112883,0.184141,0.019,0.1995,0,0.003496,0,0.01707,0,0,0.186516,0,0,0,0,0.000801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0
3598,40.725101,-73.979889,5.758538723,1,6.437930597,6.754866341,5.260280156,5.708462733,0.002379,0,0,0.007957,0,0,0.327141,0.031562,0.24925,0.066188,0.088387,0,0,0,0.004344,0,0,0.210785,0,0,0,0.010973,0,0,0,0,0.000949,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3599,40.725101,-73.980263,7.112734043,1,7.832378672,7.506081525,6.177563939,5.505952381,0.012469,0,0,0,0,0,0.22082,0.013531,0.233211,0.033781,0.13816,0,0,0,0.012871,0.000336,0,0.329824,0,0,0,0.004996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3600,40.725101,-73.981018,5.215581915,1,4.77787542,4.161301663,5.492498729,6.08436853,1.60E-05,0,0,0,0,0.028395,0.198406,0.21084,0.350273,0.056848,0.026281,0,0.011266,0,0,0.001594,0,0.10852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0
3601,40.725101,-73.981392,7.16466617,1,7.017932059,6.018106095,5.219110855,5.551889234,0.002031,0,0,0,0,0.013992,0.264652,0.101559,0.276723,0.004656,0.086297,0,0,0,0.029219,0,0,0.198645,0,0,0,0,0,0.022227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3602,40.725101,-73.98214,6.74606234,1,6.812455686,6.33399911,5.837759413,5.77186853,0.000195,0,0,0,0,0,0.24282,0.082594,0.249438,0.033199,0.113328,0,0,0,0.001363,0,0,0.241742,0,0,0,0,0,0.03532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3603,40.725101,-73.982521,6.640224894,1,6.489295526,6.870788908,5.733874419,4.846661491,0,0,0,0,0,0,0.321629,0.044621,0.175039,0.017711,0.190531,0,0.0005,0,0,0.005203,0,0.231094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3604,40.725101,-73.983269,6.660735745,1,6.817518776,6.332590549,5.616795533,4.806547619,0,0,0,0,0,0.000523,0.421363,0.027723,0.225473,0.010223,0.166797,0,0.002027,0,0,0,0,0.136672,0,0,0,0.000367,0,0,0,0,0.008832,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0
3605,40.725101,-73.983643,5.791573617,1,6.254996305,6.311708007,5.879315356,5.848214286,0,0,0,0,0,1.20E-05,0.458133,0.065184,0.231992,0.073867,0.093004,0,0,0,0,0,0.000672,0.076184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
3606,40.725101,-73.984398,6.599667021,1,4.30896873,4.378090717,5.39876458,4.736024845,0,0,0,0.001633,0,0,0.279918,0.187297,0.335836,0.026141,0.049598,0,0.053602,0,0.01552,0,0,0.050457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0
3607,40.725101,-73.984772,5.501127021,1,5.471365115,4.665414329,5.989395797,6.324404762,0,0,0,0.007855,0,0.001125,0.344887,0.108043,0.386887,0.033504,0.021098,0,0,0,0.001027,0.008676,0.000992,0.077965,0.004406,0,0,0.000465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,2,0,0,0,0,0,0,0,0
3608,40.725101,-73.985893,6.425849362,1,6.195174307,5.41105313,5.796879617,7.069746377,0.003031,0,0,3.50E-05,0,0,0.318406,0.082711,0.337953,0.009953,0.099145,0,0,0,0.000125,0,0,0.125449,0.01059,0,9.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
3609,40.725101,-73.986649,6.568888723,1,5.061821116,4.154695181,5.479893232,6.405279503,0,0,0,0.00309,0,0,0.195707,0.197078,0.333941,0.007559,0.107367,0,0,0,0.021715,0,0,0.126371,2.00E-05,0,0,0.007152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
3610,40.725101,-73.987022,6.074886383,1,4.185978031,3.820341357,4.540091003,4.904891304,0,0,0,0,0,0.001312,0.172449,0.248098,0.412352,0.005184,0.038574,0,0,0,0,0,2.30E-05,0.080938,0.001574,0,0,0.001184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0
3611,40.725101,-73.98777,7.387995106,1,6.910584146,7.190046527,5.500627414,5.301501035,0,0,0,0,0,0.000797,0.266941,0.04968,0.188238,0.016129,0.202859,0,0,0,0,0,0,0.27448,0,0,0,0,0.000875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3612,40.725101,-73.988144,7.131371702,1,6.714547739,6.060076782,5.953409332,5.350672878,0,0,0,4.00E-06,0,0.001184,0.483641,0.080121,0.202109,0.065027,0.107574,0,0,0,0,0,0,0.035809,0,0,0,0,0,0,0,0,0.000738,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
3613,40.725101,-73.988899,6.906609574,1,6.481635888,5.845004436,6.166242739,4.676501035,0,0,0,0,0,0,0.520602,0.080953,0.165586,0.036883,0.169863,0,0,0,0,0,0,0.02275,0,0,0,5.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3614,40.725101,-73.989273,6.907004894,1,6.657065239,6.703504141,5.36961733,5.340320911,0,0,0,0.001965,0,0.001102,0.419844,0.013867,0.179816,0.011797,0.171633,0,0,0,0.030531,0,0,0.16541,0,0,0,0,0.001109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0
3615,40.725101,-73.990021,6.570873617,1,6.384145296,5.274519553,5.425911255,5.349378882,3.90E-05,0,0,0,0,0.003383,0.232141,0.136215,0.289859,0.036703,0.08534,0,0,0,0.005574,0,0,0.168023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
3616,40.725101,-73.990402,5.643316596,1,4.610307174,4.266701377,4.996903157,5.962085921,0.001246,0,0,0,0,0.005047,0.256098,0.190203,0.378168,0.016051,0.057121,0,0,0,0.003266,0,0.000797,0.090391,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0
3617,40.725101,-73.99115,6.665040638,1,6.762289682,6.786208025,5.579886105,5.895445135,0.000359,0,0,0,0,0,0.398129,0.014879,0.201555,0.013352,0.174633,0,0,0,0,0,0,0.197062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
3618,40.725101,-73.991524,7.093307872,1,6.324762167,7.062463971,5.244370328,5.100931677,0,0,0,0,0,0,0.346887,0.02977,0.209465,0.01407,0.185801,0,0,0,0.001016,0,0,0.212992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3619,40.725101,-73.992279,6.508076809,1,6.030717288,4.457116188,6.116558681,5.656055901,0,0,0,0.003363,0,0,0.278363,0.19784,0.262664,0.028695,0.162129,0,0,0,0,0,4.00E-06,0.065187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,1,0,0,0,0,0
3620,40.725101,-73.992653,5.017204255,1,5.839741821,5.081510469,6.858833427,5.364906832,0,0,0,0.006383,0,8.00E-06,0.328254,0.147699,0.281086,0.012422,0.148777,0,0,0,0,0,0,0.065801,0,0,0,0.001641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0
3621,40.725101,-73.993401,5.900210213,1,6.584347775,6.893246459,5.892131419,6.50297619,0,0,0,0,0,0.003371,0.39823,0.01759,0.163418,0.051953,0.149762,0,0,0,0,0,0,0.215664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3622,40.725101,-73.993774,6.954276809,1,6.687618789,6.844427291,6.11129255,5.91550207,5.10E-05,0,0,0,0,0.020133,0.383441,0.008312,0.164645,0.112887,0.128125,0,0,0,0,0,0,0.182332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
3623,40.725101,-73.99453,7.027912979,1,6.250618168,5.76863641,6.570251397,4.573628364,0,0,0,0.000727,0,0.000652,0.378414,0.123137,0.211539,0.01802,0.220168,0,0,0,0,0,0,0.047344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0
